CHROM	START	END	BRCA_METH	BRCA_DEPTH	CEAD_METH	CEAD_DEPTH	CESC_METH	CESC_DEPTH	COAD_METH	COAD_DEPTH	OV_METH	OV_DEPTH	READ_METH	READ_DEPTH	B cell_METH	B cell_DEPTH	CD4+ T-cell_METH	CD4+ T-cell_DEPTH	CD8+ T-cell_METH	CD8+ T-cell_DEPTH	Erythroblast_METH	Erythroblast_DEPTH	Monocyte_METH	Monocyte_DEPTH	Natural killer cell_METH	Natural killer cell_DEPTH	Neutrophil_METH	Neutrophil_DEPTH
chr22	47129347	47129835	957	1041	107	122	44	80	298	327	103	121	226	266	961	1003	1065	1087	668	690	422	451	912	942	720	763	2666	2832
chr16	10796684	10797123	1650	2049	84	91	52	61	290	514	87	119	106	505	988	1048	1625	1690	901	976	594	700	937	969	964	1028	3547	3766
chr14	103641682	103642183	627	700	34	35	15	24	239	255	48	51	123	131	619	640	715	741	510	528	399	430	625	647	619	650	2129	2229
chr2	117834565	117834947	1426	1624	130	148	30	51	625	715	115	164	492	548	1792	1850	2923	3010	1284	1332	1400	1528	2102	2211	1652	1706	6374	6845
chr20	45874426	45875004	270	890	63	66	40	51	176	197	73	95	243	297	561	605	642	694	455	477	341	391	584	641	475	515	1661	1847
chr5	167353059	167353578	550	1060	65	94	61	102	180	293	86	170	36	248	717	918	595	654	385	425	173	226	443	519	397	450	1659	1917
chr3	57305046	57305915	3128	3768	170	212	80	99	974	1550	121	165	310	997	1868	2123	2820	3084	1009	1092	1186	1420	1583	1692	1136	1295	4483	4877
chr2	32296956	32297287	1590	1771	91	93	108	121	381	438	127	145	156	181	880	919	1998	2043	1049	1086	815	872	987	1079	1097	1155	347	3641
chr13	21672817	21673248	503	1585	2	52	32	53	289	644	12	132	34	670	184	1647	258	2723	213	2005	109	1436	94	2044	124	1685	461	7939
chr1	115286905	115287237	580	909	42	47	60	65	273	413	58	68	88	220	810	943	2542	2696	904	980	890	1128	1203	1323	1059	1199	3699	4111
chr20	44345944	44346395	1037	1243	60	74	33	48	310	373	105	122	383	523	1085	1194	1735	1816	1116	1206	746	909	1142	1206	1131	1250	4075	4399
chr5	113487611	113488111	27	2264	3	110	0	68	445	676	3	204	92	583	263	3161	432	7931	270	3968	85	3446	208	4630	198	4122	627	14547
chr16	55056781	55057234	674	2809	47	188	29	178	230	432	40	323	18	1196	274	4107	579	17009	306	6340	60	7456	120	7029	240	7749	440	25004
chr8	125416686	125417119	721	1099	29	43	46	53	171	355	56	74	49	284	732	779	1120	1159	743	791	516	576	770	819	775	828	2564	2742
chr7	32659919	32660622	1807	2086	100	117	70	95	401	468	153	177	377	460	1224	1403	1284	1336	781	839	605	646	743	896	738	790	531	3301
chr2	10467502	10468215	1265	1596	71	88	34	75	507	594	137	159	272	379	1463	1589	1756	1882	782	846	656	759	1358	1505	879	962	4043	4477
chr9	35655903	35656841	2496	2802	121	135	121	133	842	948	150	231	507	591	1558	1895	2244	2617	895	1135	1856	2468	1960	2523	837	1890	4855	6816
chr16	89297817	89299131	2544	2924	174	187	97	133	1112	1349	218	256	978	1148	2360	2831	4802	5516	2270	2640	2153	2727	2178	3587	2073	2962	3854	10754
chr7	66828047	66828333	3748	4199	132	169	94	135	1431	1595	298	355	910	1053	2995	3227	8979	9401	2765	2973	3900	4211	3577	3719	3300	3567	12359	13117
chr6	27071630	27071995	902	1128	33	40	59	79	162	247	88	105	54	199	621	724	339	360	288	308	135	167	420	456	275	301	1217	1311
chr12	92722672	92723118	563	1537	52	69	76	88	298	373	101	147	163	223	610	665	890	938	556	609	311	399	641	686	513	570	2011	2203
chr14	106865061	106866069	968	1358	37	54	11	52	341	451	100	115	189	239	1127	1239	1419	1511	581	655	462	656	861	929	595	677	2941	3143
chr16	88904190	88904765	1518	1755	73	89	49	67	588	734	144	157	271	529	1830	1954	8020	8337	2898	3068	4028	4260	3673	3915	2992	3261	10672	11645
chr17	75809093	75809514	503	864	12	35	2	48	193	252	45	59	207	234	466	763	819	874	407	434	430	469	837	867	493	548	2409	2573
chr11	2104853	2106341	1361	1708	64	87	25	43	518	673	116	149	382	473	1204	1406	4286	4593	1758	1949	1750	2106	2371	2535	1900	2165	7373	7895
chr19	51975817	51976560	953	1864	132	138	77	82	817	921	235	288	515	561	2133	2172	5432	5562	2569	2633	2240	2509	2833	2903	3052	3162	10722	10981
chr7	105437067	105437466	1018	1095	58	60	44	46	212	257	89	101	255	293	885	954	486	508	395	410	264	289	583	634	365	396	824	1378
chr9	129505848	129507476	4147	4879	292	319	279	300	1313	1673	368	418	484	1529	3680	3901	6055	6242	3478	3679	2751	3103	3961	4343	3548	3827	13108	14317
chr3	189806204	189806781	1265	1645	96	121	106	142	419	522	72	180	336	435	993	1215	1746	1860	667	735	526	698	945	1065	751	884	3207	3678
chr12	12427663	12428178	413	932	29	38	50	56	167	251	149	179	136	178	576	644	364	378	341	356	131	145	485	514	357	381	1115	1346
chr3	32107946	32108476	1140	1887	103	107	95	99	597	644	148	159	453	498	1317	1353	1685	1734	1154	1184	841	909	1418	1478	1023	1084	4766	4983
chr9	68993919	68994295	1302	1506	77	85	43	81	380	443	103	109	354	406	1230	1265	1304	1363	522	545	618	656	861	896	698	747	2799	2992
chr9	113883762	113884352	845	989	51	61	87	96	255	300	84	96	108	245	688	751	696	726	399	420	257	303	573	617	385	421	1817	2007
chr15	37056875	37057138	725	833	36	39	53	56	165	193	25	83	170	196	608	672	532	550	420	448	204	238	663	707	430	459	2085	2250
chr16	1839569	1839921	787	1131	46	62	30	40	235	423	67	86	83	358	771	926	2184	2427	865	968	1112	1292	985	1094	761	880	3783	4324
chr7	94655214	94655641	249	2623	14	167	154	188	219	475	9	252	231	859	41	2251	79	2298	37	1828	3	1074	32	2218	20	2274	152	7737
chr1	163774419	163774680	1196	1363	53	56	57	65	140	201	36	119	184	200	537	608	392	411	178	189	169	191	347	362	193	202	988	1060
chr5	124758117	124758606	2157	2345	119	144	104	143	663	738	192	216	491	545	1845	1876	2183	2274	1069	1149	915	1029	1172	1210	1409	1493	5145	5443
chr13	98511559	98512033	1277	1490	93	110	75	94	307	371	154	161	408	454	576	1320	1238	1319	575	596	696	754	925	969	785	810	2780	2901
chr22	21766371	21766846	915	1031	35	40	62	62	317	379	94	107	227	259	800	970	1030	1517	331	743	669	693	1035	1078	18	804	2336	2766
chr12	125120204	125121145	2327	2495	121	127	119	134	1184	1388	212	228	120	391	1992	2045	8955	9190	2265	2352	4241	4491	2706	2783	2282	2384	9568	9896
chr19	471013	472289	3349	3968	187	223	90	175	1377	1791	216	314	490	1216	3251	3796	7568	8150	3210	3594	3730	4225	3798	4092	3331	3748	12696	14280
chr16	30349054	30349433	1111	1270	66	78	46	56	159	183	65	84	249	312	641	743	376	385	211	225	214	234	380	395	39	195	1062	1119
chr17	32348795	32349204	1313	1427	108	131	119	154	577	662	206	222	397	438	1732	1816	4075	4178	1202	1265	1254	2098	1740	1810	1458	1532	6200	6454
chr12	9642612	9643097	1069	1175	34	45	35	41	305	369	131	168	245	306	857	1274	866	958	717	883	539	598	1034	1076	122	690	3354	3474
chr13	50732143	50733037	1012	1275	60	83	25	116	372	459	95	137	283	380	1061	1188	824	897	744	789	239	301	850	873	695	762	2905	3087
chr5	1294531	1295208	355	4222	10	144	20	179	914	2231	10	319	158	1091	49	2130	377	19057	142	6512	143	10043	64	7623	110	7459	190	25953
chr7	47409680	47410032	1223	1337	45	58	6	24	478	517	70	82	325	347	1100	1126	1714	1779	1026	1065	786	818	1332	1381	1008	1067	3743	4022
chr18	24198535	24198795	651	739	31	53	48	61	246	318	38	60	120	139	780	896	1719	1779	780	820	853	919	718	983	756	831	40	2946
chr1	25585075	25585396	1430	1776	62	74	71	83	368	509	102	122	297	388	196	1304	1720	1815	753	793	876	967	848	941	687	758	2548	2881
chr14	70628653	70628992	975	1086	45	55	53	57	250	312	82	85	119	197	976	1027	844	889	479	500	373	393	743	766	590	605	2076	2130
chr6	42698050	42698551	1416	1650	56	57	50	59	528	591	126	142	174	304	1198	1289	2811	3050	1022	1124	1362	1526	1409	1581	1053	1139	4380	4820
chr1	61202914	61203442	1394	1777	84	106	52	229	373	484	95	182	296	390	1171	1295	601	635	536	571	263	277	571	720	497	552	1076	2111
chr18	79429545	79430082	2543	2827	100	113	51	64	1077	1372	151	168	303	502	1814	2091	6285	6972	2169	2397	2663	3593	2499	3221	2433	2996	8673	11676
chr10	30415576	30416019	1083	1254	54	67	59	63	293	346	134	161	175	216	158	1026	1339	1448	957	1011	666	714	672	892	840	913	2991	3545
chr7	34703085	34703549	2392	2710	196	223	98	115	991	1082	136	308	569	653	1905	1985	4074	4235	1438	1498	1771	2012	1592	1644	1780	1905	6345	6689
chr10	123964535	123965230	474	527	25	26	11	28	143	222	46	51	147	172	610	712	576	657	337	396	204	300	602	670	377	438	1638	1845
chr5	17058290	17058802	313	1015	38	56	60	82	172	242	79	95	187	250	570	655	466	484	296	317	181	217	453	472	273	298	1435	1528
chr17	67334323	67334886	2172	2853	113	125	113	129	283	574	141	162	81	714	1517	1643	2023	2097	1194	1236	556	752	1110	1188	1160	1230	4366	4689
chr1	39079955	39080875	2158	2669	112	146	99	128	633	944	190	277	176	565	1811	2067	3811	4366	1943	2206	1750	2315	2343	2842	2093	2584	7493	9510
chr22	43396221	43396622	847	1097	35	42	31	49	308	460	90	108	48	206	1105	1301	1357	1444	940	1030	509	667	1146	1263	891	996	4054	4498
chr12	113846047	113847119	1522	1958	53	74	43	45	523	620	112	156	362	425	1629	1706	3120	3235	1890	1955	1250	1393	1756	2062	1827	1907	2507	6454
chr1	26053190	26053791	929	1185	41	51	20	66	194	295	68	79	189	285	780	869	608	622	433	480	274	314	648	678	384	443	1782	1905
chr8	81920299	81920611	920	1149	82	93	74	90	349	476	79	109	64	326	1093	1196	1533	1595	795	888	638	752	962	1007	886	958	3591	3867
chr6	26043942	26044290	784	2985	38	151	107	137	739	1465	76	242	160	622	80	3357	92	9607	62	4168	81	6854	66	4363	33	4279	143	15426
chr1	20182852	20183550	1583	1844	70	88	47	59	465	752	146	187	132	511	1496	1631	3053	3136	1631	1678	1333	1482	2093	2232	1545	1645	6259	6781
chr6	74342728	74343796	1045	1323	67	85	80	95	179	421	98	120	86	366	1163	1497	1928	2161	1127	1294	611	867	1503	1681	1218	1413	4412	5230
chr11	71739674	71739984	884	1038	40	41	22	50	462	529	79	89	189	231	837	939	1086	1128	360	397	652	701	758	794	378	417	1702	1767
chr19	51811381	51811656	1175	1387	108	130	50	59	498	616	110	137	190	232	711	888	3451	3600	800	891	1537	1912	65	1002	1136	1207	3976	4537
chr3	195599667	195600349	2871	3202	149	179	72	107	1172	1366	159	234	787	898	2351	2509	5904	6170	1363	1466	1806	1983	2827	2976	2125	2269	8455	8993
chr17	19650060	19650701	1230	1455	94	137	22	158	416	460	115	151	119	180	1291	1332	1157	1205	616	660	626	669	973	1018	771	807	2984	3214
chr2	19868600	19869065	431	2258	43	151	44	127	331	839	15	258	9	823	80	2238	80	6920	61	3661	99	3189	72	4140	85	4451	197	15528
chr3	125120731	125121005	520	615	41	50	67	75	220	230	6	87	178	202	448	606	581	611	343	363	256	306	639	721	365	392	1561	1735
